,label,sentence
470,1,we first determined the localization of these proteins by [EXPE] dividing hela cells with antibodies directed to the human orthologues of [GENE] and prp31
471,0,Interestingly  Ubc9 [EXPE] was not in all cases consistent with the [GENE] depletion 
472,0,The intracellular distributions of fibrillarin were very similar to [GENE] and nucleolin using confocal laser scanning [EXPE] 
473,0,"to investigate whether pwwp2a can recognize ptms on histone tails , we incubated recombinant [GENE] or its truncations with micrococcal nuclease ( mnase )-digested mononucleosomes derived from hela kyoto ( hk ) cells and investigated ptm enrichment in [EXPE] ( fig.  2c  )"
474,1,immunofluorescence [EXPE] of [GENE] showed that nuclear stat3 was depleted upon treatment with ym155 u-266 and ina-6 cells (  suppl
475,1,"neither panks nor ppcdc sirnas triggered tpx2 upregulation or similar multi-nucleation phenotypes seen with [GENE] [EXPE] ( supplementary fig.  6h , i  )"
476,0,Cells were then subjected to [EXPE] using anti–α-tubulin antibody followed by immunoblotting for [GENE] 
477,1,We tested the potency of various transcription factors in activating  [GENE]  transcription by luciferase reporter [EXPE] 
478,0,"confocal [EXPE] results confirmed this , the results showed that in the [GENE] and mii stage oocyte , there is no expression of exogenous gfp-tbp at the chromosomes (  figure 1b  )"
479,0,"furthermore , [EXPE] of cdk1/2 activation during the cell cycle by use of roscovitine , a specific pan cdk inhibitor , did not alter cdh1 phosphorylation at thr32 and ser 36 (  figure 7  ) , suggesting that [GENE] is a  bona fide  kinase for cdh1 during the cell cycle that acts independently of cdks"
480,1,In order to determine directly which domain of  Xenopus  Aurora A interacts with [GENE]  we performed  in vitro  [EXPE] assays 
481,0,"as shown in figure  2g  , co-ip revealed that pc-1 [EXPE] enhances chip and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to pull-down more [GENE] protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
482,1,"notably , expression of the apc4 kr  mutant was not fully effective in rescuing the apc4 knockdown defects , in comparison to full [EXPE] by [GENE] (  figure 2a and c–e  )"
483,1,GFP-tagged wild-type [GENE] was transiently [EXPE] in HeLa cells and mitotic cell rounding was measured using images of cells in metaphase of mitosis.
484,0,"these observations suggest that both flfl and cenp-c are novel substrates of pp4 , although we cannot rule out the possibility of the indirect [EXPE] of some secondary phosphatase on [GENE] knockdown"
485,1,"intriguingly , quantification of the linear distances of migrating gcs showed that wt cells migrated almost three times as far as their  [GENE]  [EXPE] r counterparts (  figure 4d  , 31.2 μm versus 12.9 μm ,  p <0.0001 )"
486,0,Similarly  both [GENE] and p21 accumulated in cells expressing the Mad1 [EXPE] mutant  similar to control cells ( Fig  4d  ) 
487,0,Chk2  in turn  phosphorylates [GENE]  resulting in its [EXPE] and preventing entry into mitosis (  Reinhardt and Yaffe 2009  ) 
488,0,Finally  Myomegalin [EXPE] by siRNA treatment did not alter [GENE] localization at MTs plus-ends 
489,1,We quantified  [GENE]  and  PLK1  mRNA expression using [EXPE] RT-PCR and normalised mRNA levels to 18S ribosomal RNA 
490,0,Interestingly  [EXPE] of PLK1 clearly reduced BEX4 protein  but [GENE] depletion did not 
491,1,"flow cytometry analysis of cells at 72 h after [GENE] [EXPE] showed similar results , also with a similar decrease in g1 and increase in g2/m phase cells ( data not shown )"
492,1,"the stage-dependent changes in the distribution of nup153 , npcs , the nuclear lamina , isolated intranuclearlaminar vesicles and nuclear envelope invaginations were studied with 3d-sim of zygote- to blastocyst-stageembryos stained for chromatin ( dapi ) and [EXPE] for [GENE] and lamin b. we scanned and analyzed 112pronuclei/nuclei in 28 embryos"
493,0,Our result indicated that both endogenous Cdc20 and [GENE] presented in the RASSF1A [EXPE] (  Supplementary Figure 5b  ) 
494,0,To further verify the regulation of [GENE] by c-Jun  we [EXPE] cells with siRNAs specific to c-Jun 
495,1,"Treatment with [GENE] [EXPE] , either with SAHA or 19i , induced expression changes in p21 CIP1  , TS ( Fig.  6b  ) , and class IIA HDAC mRNAs ( Additional file  8 : Figure S6 ) in the HDAC4-overexpressing UC lines analogous to those in the parental or control vector-transduced cell lines."
496,0,We refer to this technique as affinity chromatin enrichment ( [GENE] ) and show the principle of the [EXPE] in  Fig 5 B  
497,0,f  Schematic of [GENE] and the PCNT-Cep57 chimera mutant used for PCNT [EXPE] and rescue experiments   
498,0,"the stage-dependent changes in the distribution of nup153 , npcs , the nuclear lamina , isolated intranuclearlaminar vesicles and nuclear envelope invaginations were studied with [EXPE] of zygote- to blastocyst-stageembryos stained for chromatin ( dapi ) and immunostained for [GENE] and lamin b. we scanned and analyzed 112pronuclei/nuclei in 28 embryos"
499,1,"notably , expression of the apc4 kr  mutant was not fully effective in rescuing the [GENE] [EXPE] defects , in comparison to full rescue by apc4 (  figure 2a and c–e  )"
500,1,"the majority of control cells congress their chromosomes on the metaphase plate within 50 min , and in contrast , over 20% of [GENE] [EXPE] cells take longer than 200 min to achieve full alignment"
501,1,"we therefore tested whether hook2 and [GENE] might also interact , using a yeast_two-hybrid approach and immunoprecipitation ( [EXPE] ) assays"
502,1,"the  [GENE] [EXPE]  embryos exhibited characteristic defects , including preaxial polydactyly , cardiac abnormalities and severe skeletal defects (  fig. 1 d-g ) , reminiscent of cardinal features of ciliopathies and a perturbation in shh signaling"
503,1,"Furthermore , [GENE] was depleted by [EXPE] and ETO-induced centrosome amplification was alleviated in CDK2-deficient ACT cells (  Supplementary Figures S1A and B  )."
504,0,Centrosomal [GENE] was also reduced upon PCM1 [EXPE] (  Figure S3 B )  as reported [ 25 ] 
505,0,The transfected cells were then treated with taxol for 16 h Ni-IDA pull-down [EXPE] were blotted for Kif18A  FLAG and [GENE]
506,0,"on average 28.2 ± 1.9 ( 9 sections from 3 [EXPE] )  dla -positive cells could be detected per section , 28.4 ± 3.5% and 69.2 ± 3.4% of which resided at the [GENE] and sns , respectively"
507,1,"as shown in figure  2g  , [EXPE] revealed that pc-1 overexpression enhances [GENE] and ar interactions , thus further substantiating the gst-pulldown assay results , with gst-chip able to pull-down more ar protein when incubated with hek293 cell lysates cotransfected with pc-1 ( figure  2h  )"
508,0,In agreement with this model  either SENP1 or SENP2 [EXPE] by RNAi reduces total Mad1 and [GENE] levels by ∼50% (  Fig 5 H  ) 
509,0,These results suggest that [GENE] can stabilize actin stress fibers and that [EXPE] triggers both LUZP1 and F-actin reduction 
510,0,"in wild‐type cells , the taxol‐induced stiffness was comparable to that seen upon [EXPE] of nlp , but in gfp‐nlp +  cells , which already contain stabilized microtubules ( fig  4 ; schnerch & nigg ,  2016  ) , taxol produced only a [GENE] additional effect"
511,0,Table S2  Proteins reproducibly identified from proteomic analysis of [GENE] in RPEp53 −/− SAS6 [EXPE]  cells 
512,0,Fig 6 B  shows that the APC/C targets [GENE] and Cdc20 are also degraded upon Cdk [EXPE] during mitosis 
513,0,"the [EXPE] experiments included the analysis of expression intensity of transcripts coding for two enzymes fundamental for the gsh cycle , namely gclm , one of the subunits of the [GENE] enzyme , and gst"
514,1,In an [EXPE] with normal mouse serum  neither α-tubulin nor [GENE] was precipitated ( Fig  4D  ) 
515,1,The fluorescence intensity of [GENE] expression was measured by performing [EXPE] analysis 
516,0,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  [GENE] +/−  versus  oa1 [EXPE]  lines , and transduced  oa1 −/− loa1sn versus  oa1 −/− loa1δ18sn lines"
517,1,[EXPE] of HeLa_Centrin1-GFP cells with ATAD5 and CEP164 spotted [GENE] at the centrosome in a more structurally ordered manner 
518,1,These were examined by [EXPE] for AURKA  pT288-AURKA and [GENE] levels 
519,0,"in agreement with protein expression data and the cellular phenotypes reported , we observed higher expression of [GENE] and sca1 mrna in cohesin [EXPE] cells compared with renilla control cells"
520,0,"enriched ase1-p was then incubated with buffer only , [EXPE] cdc14 , the phosphatase-dead [GENE] c282a  , or , as a positive control , with ap (  fig. 5 e  )"
521,1,"in contrast , dna damage in  [GENE]  ( pas kinase ) [EXPE] cin cells was significantly higher than  apkc  and  nek2  (  figure 3  and  s3  ) , although  pask  showed lower levels of apoptosis"
522,0,Second  we tested whether [EXPE] of BBSome subunits has any effect on [GENE] localization and vice versa 
523,1,By using live-cell [EXPE]  we investigated  [GENE] -MT interaction in further detail 
524,1,"HCT116 [GENE] [EXPE]  clones overexpressing GTSE1-GFP displayed a yet greater increase in deviations from the modal number of chromosomes as compared with mock-transfected clones (  Fig. 8 , B , E , and F  )."
525,1,"in order to reduce the incidence of cell line-dependent variables , we compared both parental  oa1 +/+  and  oa1 +/−  versus  oa1 −/−  lines , and [EXPE]  [GENE] −/− loa1sn versus  oa1 −/− loa1δ18sn lines"
526,0,In full accordance with our [EXPE] data  TgATG8 was not detected after [GENE] treatment in the conditional knockdown cell line 
527,1,"To test this , we [EXPE] [GENE] and MCAK by RNAi either individually or together and imaged mitotic cells by immunofluorescence (  Figs. 4 C  and S1 , E and F )."
528,0,"the major transcription factor controlling the cell cycle , e2f , and the most important cdk , cdk1 (  santamaria  et al.  2007 ;  coudreuse and nurse 2011  ) , were located at the center of the network describing regulation of identified cell cycle genes by the [EXPE] treatments (  figure [GENE]  )"
529,1,Hypothalamic sections were [EXPE] with the anti-BrdU antibody and [GENE] antibody (  Fig 3A  ) 
530,1,Axial-view [EXPE] imaging revealed no obvious change in [GENE] distribution upon FBF1 knockout ( Fig  6 a  c ) 
531,0,CD4 +  T cells were transfected with the [GENE] expression construct and then analyzed by [EXPE] 24–36 hours later 
532,0,"to induce knockdown of [GENE] , mda-mb-231 cells expressing h2b-mcherry were stably [EXPE] using an inducible lentiviral vector containing a bicistronic internal ribosome entry site ( ires ) vector with green fluorescent protein ( gfp ) and short hairpin rna ( shrna ) against mastl ( shmastl ) or a scramble control ( shcontrol )"
533,1,We further performed double [EXPE] for BORIS and nucleolar markers [GENE] or Fibrillarin  [45]  
534,1,Then  we measured FRET between [GENE] and H31 C96A  and found no [EXPE] signal (  p  = 0099;  Figure 3 B   Table 1  ) 
535,1,These results suggest that [GENE] [EXPE] can induce two forms of telomere associations—single or joined sister telomeres—as well as telomere aggregates between multiple chromosomes.
536,1,The effect of [GENE] [EXPE] and zVF on degradation of COX-2 was assessed.
537,1,"we therefore tested whether hook2 and [GENE] might also interact , using a yeast_two-hybrid approach and [EXPE] ( ip ) assays"
538,1,However  unlike CEP192 [EXPE] treatment  knockdown of [GENE] did not inhibit ACM-induced motility ( Fig  2e  ) 
539,1,Again  we observed [EXPE] of exogenous MAD2B and endogenous [GENE] ( data not shown ) 
540,0,Next  mitotic IAR20 cells were studied by [EXPE] differential interference contrast ( [GENE] ) imaging 
541,1,[EXPE] tomography of an abnormal centriole from [GENE] DM4  expressing cells ( related to  Figure 4  ) 
542,1,"we therefore tested whether [GENE] and pcm1 might also interact , using a yeast_two-hybrid approach and [EXPE] ( ip ) assays"
543,0,In HeLa cells  downregulation of [GENE] did not significantly change KI-67 [EXPE] during mitotic exit (  Figure S5  ) 
544,0,Meanwhile  the expression of miR‐181b decreased  whereas that of [GENE] increased after HEKs transfected with miR‐181b [EXPE] 
545,0,Expression of lnc-RI and [GENE] were measured 48 h after [EXPE] 
546,1,The interaction between RNMT and [GENE] was confirmed to be direct using purified [EXPE] proteins 
547,1,In vitro  pull-down assays using [EXPE] proteins confirmed that IQGAP1 and [GENE] also form a complex  in vitro  ( Fig  1c  ) 
548,0,Figure 7A  show the [GENE] levels present in CT and GWL MCF10A [EXPE] cells 24 hr after transient overexpression 
549,1,"importantly , [EXPE] of [GENE] rescued the increase in paclitaxel-induced microtubule stabilization following fer depletion ( fig.  5e  )"
550,1,Again we used the [GENE] inducible HEK293 cells and [EXPE] them with HPV-16 PsVs 
551,0,In contrast  cells [EXPE] of SMURF2 expressed approximately 70% of [GENE] at the plasma membrane during anaphase (  Fig 2D  ) 
552,0,( e ) AURKB [EXPE] is confirmed via Western blot with [GENE] ( β-actin ) provided as the loading control 
553,1,RPE-1 cells stably expressing Sgo1 WT or ΔSET were [EXPE] with plasmids containing GFP-H2B and [GENE] siRNAs 
